Mentor-Utility-DA, Mentor-Utility-Random
432.4541666666673, 409.22916666666777
434.0500000000005, 412.35416666666794
428.1583333333338, 404.35000000000053
435.2625000000003, 411.67500000000086
434.8750000000002, 413.5041666666675
433.7166666666674, 410.7041666666679
439.0416666666673, 413.19166666666763
433.5750000000007, 413.9333333333344
431.85833333333306, 410.8000000000005
433.908333333333, 409.512500000001
