Mentor-Utility-DA, Mentor-Utility-Random
559.8458333333335, 528.5333333333344
558.9583333333336, 526.2833333333349
554.3875, 523.5666666666681
558.6916666666671, 528.1833333333342
550.8541666666669, 523.725000000001
560.9625000000002, 528.9458333333345
562.0250000000005, 529.7541666666679
558.979166666667, 527.3500000000016
554.6000000000003, 528.0500000000003
559.5291666666666, 526.1833333333343
