Mentor-Utility-DA, Mentor-Utility-Random
435.25, 409.6791666666678
436.6833333333335, 411.51666666666733
434.7208333333335, 408.6625000000007
438.80833333333345, 409.6500000000006
432.05000000000024, 409.06250000000045
439.12083333333345, 415.120833333334
440.9291666666671, 415.61250000000086
439.0583333333338, 415.08750000000094
432.2958333333336, 411.9708333333342
434.9416666666668, 410.5000000000008
