Mentor-Utility-DA, Mentor-Utility-Random
425.34166666666687, 402.15416666666755
425.5375000000003, 401.34583333333404
422.3166666666671, 400.2416666666679
425.8666666666669, 401.46250000000106
424.97500000000025, 403.82500000000095
428.55833333333356, 404.55000000000086
430.5125000000007, 406.89166666666756
426.0583333333341, 404.5458333333345
425.67916666666684, 404.1125000000008
429.4499999999998, 405.05833333333396
