DA, Random
216.58499999999998, 187.69250000000017
215.70499999999973, 178.85000000000014
215.83500000000024, 183.79500000000004
206.84000000000006, 165.32500000000005
216.7924999999998, 185.17750000000012
216.12749999999986, 178.865
220.63749999999982, 188.23000000000027
220.2149999999999, 182.25999999999988
218.4499999999998, 189.27000000000027
213.1224999999999, 181.35000000000022
